fromnodeid	tonodeid
PRKCD	VIM
PRKCD	PTK2B
PRKCD	ANXA1
PRKCD	ITGB2
PRKCD	HLA-A
PRKCD	RAF1
PRKCD	PPM1A
PRKCD	PLSCR1
PRKCD	PLEK
PRKCD	MYH9
PRKCD	GRK2
PRKCD	PPP2CA
PRKCD	TIAM1
PRKCD	MAPK3
PRKCD	MARCKS
PRKCD	CYTH1
PRKCD	PTPRC
PRKCD	PSMD9
PRKCD	INPP5D
PRKCD	MBP
PRKCD	CNP
PRKCD	ESRRA
PRKCD	GSK3A
PRKCD	CD44
PRKCD	PLCB1
PRKCD	NCF1
PRKCD	GNA13
PRKCD	ADAM9
PRKCD	GNA15
PRKCD	PIK3CB
PRKCD	RPS6KB2
PRKCD	PDP1
PRKCD	ANXA2
PRKCD	NRGN
PRKCD	ADCY7
PRKCD	NCF4
PRKCD	MDM4
PRKCD	APLP2
PRKCD	RGS19
PRKCD	ADD3
PRKCD	USF2
PRKCD	DNAJC7
PRKCB	ANXA7
PRKCB	LMNB1
PRKCB	CANX
PRKCB	RGS2
PRKCB	FGA
PRKCB	ASGR2
PRKCB	RPS6KB2
PRKCB	CHUK
PRKCB	GRK2
PRKCB	NCF1
PRKCB	BLVRA
PRKCB	PDPK1
PRKCB	CSF2RB
PRKCB	CD44
PRKCB	GSK3A
PRKCB	GNA13
PRKCB	ITGB2
PRKCB	PPFIA1
PRKCB	IGBP1
PRKCB	HLA-A
PRKCB	MARCKS
PRKCB	GNA15
PRKCB	NRGN
PRKCB	IKBKB
PRKCB	PLEK
PRKCB	CYTH1
PRKCB	IFNAR2
PRKCB	PLCB1
PRKCB	MYH9
PRKCB	PTPRC
PRKCB	INSR
PRKCB	BTK
PRKCB	ANXA2
PRKCB	NCAM1
PRKCB	ADD3
PRKCB	ANXA1
PRKCB	RAF1
PRKCB	TIAM1
PRKCB	ACTN1
PRKCB	CNP
PRKCB	APLP2
PRKCB	RGS19
PRKCB	NCF4
PRKCB	VIM
PRKCB	GCNT1
PRKCB	C5AR1
ATXN3	RPS6KA1
ATXN3	ANXA7
ATXN3	CUL4A
ATXN3	NEDD8
ATXN3	CANX
ATXN3	SDHB
ATXN3	SP1
ATXN3	CAPN1
ATXN3	KAT2B
ATXN3	BECN1
ATXN3	RAD23B
ATXN3	ACLY
ATXN3	C16orf70
ATXN3	CAPN2
ATXN3	NDUFA4
ATXN3	ACOT9
ATXN3	MKNK1
ATXN3	PSMD7
ATXN3	UBA52
ATXN3	DNM2
ATXN3	CASP1
ATXN3	UBE4B
ATXN3	ARHGAP19
SERTAD2	KAT2B
SERTAD2	XPO1
SERTAD2	ZNF581
SERTAD2	TFDP1
SERTAD2	PARVG
SERTAD2	ZNF524
NCOA6	MAPK1
NCOA6	TUBA1A
NCOA6	CEBPA
NCOA6	FHOD1
NCOA6	ASH2L
NCOA6	FGR
NCOA6	TXNRD2
NCOA6	ASCL2
NCOA6	KMT2C
NCOA6	KDM6A
NCOA6	PRMT2
NCOA6	GTF2A1
NCOA6	PROSER1
NCOA6	KMT2D
NCOA6	PAGR1
NCOA6	ZNF281
SERTAD3	PKN1
SERTAD3	FAAP20
SERTAD3	PBX3
SERTAD3	SRGN
SERTAD3	IL16
SERTAD3	HGS
SERTAD3	MED25
SERTAD3	FES
SERTAD3	SPG11
SERTAD3	PTBP2
SERTAD3	FTL
SERTAD3	FCHSD2
EID1	MDM2
EID1	EIF4EBP1
EID1	UBAC1
EID1	ARID4A
KAT6A	BRPF1
PCMT1	PAK2
PCMT1	RIPK2
PCMT1	TIMP2
MBD2	SMARCA4
MBD2	ACTB
MBD2	SMARCD2
MBD2	PTK2B
MBD2	EIF3A
MBD2	TACC3
MBD2	ARID1A
MBD2	RCOR1
MBD2	STAG2
MBD2	BAZ1A
CTNNB1	LMNB1
CTNNB1	CREB1
CTNNB1	KRAS
CTNNB1	LAMP1
CTNNB1	PTPRO
CTNNB1	TMPO
CTNNB1	SH3KBP1
CTNNB1	RPLP2
CTNNB1	CHUK
CTNNB1	CASP8
CTNNB1	SP1
CTNNB1	CDK5
CTNNB1	IKBKB
CTNNB1	CBL
CTNNB1	SMARCA4
CTNNB1	KAT2B
CTNNB1	PRKACA
CTNNB1	CSNK1D
CTNNB1	TRIM33
CTNNB1	RBX1
CTNNB1	RB1CC1
CTNNB1	CLTA
CTNNB1	ARNT
CTNNB1	PPM1A
CTNNB1	ASH2L
CTNNB1	CTNNA1
CTNNB1	PTPRC
CTNNB1	MAP3K2
CTNNB1	CTNNBIP1
CTNNB1	PSEN1
CTNNB1	KMT2D
CTNNB1	AHR
CTNNB1	ERBIN
CTNNB1	HIF1A
CTNNB1	GSK3A
CTNNB1	XPO1
CTNNB1	ARFGEF1
CTNNB1	FBXW2
CTNNB1	RAB8B
CTNNB1	LGALS9
CTNNB1	UBA1
CTNNB1	PTPN6
CTNNB1	GNA13
CTNNB1	MYO7A
CTNNB1	FLOT2
CTNNB1	AP3D1
CTNNB1	CEBPA
CTNNB1	ANP32A
CTNNB1	PPP2R5A
CTNNB1	ACTN4
CREB1	RPS6KA1
CREB1	PIAS2
CREB1	MAP3K8
CREB1	ELF1
CREB1	CRTC1
CREB1	YY1
CREB1	PRKACA
CREB1	MAPK14
CREB1	HIPK2
CREB1	ZMYM2
CREB1	RNF111
CREB1	SMARCA4
CREB1	PSEN1
CREB1	CEBPB
CREB1	POU2F1
CREB1	VIM
CREB1	HIPK3
CREB1	ATM
CREB1	PRKCE
CREB1	GTF2A1
CREB1	MTF2
CREB1	GSK3A
CREB1	TPT1
CREB1	HPS6
CREB1	TRIM22
CREB1	HDAC8
CREB1	MED15
CREB1	USF3
CREB1	RPS6KA4
CREB1	ATF6
CREB1	ZNF106
CREB1	RPS6KA3
CREB1	ATF7IP
AP1B1	CLTC
AP1B1	AMPH
AP1B1	AP1M1
AP1B1	AP2M1
AP1B1	ARF1
AP1B1	ARF5
AP1B1	EPS15
AP1B1	ATM
AP1B1	ATF7IP
AP1B1	KIF13A
AP1B1	AP1S2
STAT2	DNM2
STAT2	SMARCA4
STAT2	PDCD6IP
STAT2	JAK2
STAT2	JAK3
STAT2	IFNAR1
STAT2	CYTH1
STAT2	IFNAR2
STAT2	TYK2
STAT2	STAT6
STAT2	STX12
STAT2	IRF9
HIF1A	HDAC4
HIF1A	NEDD8
HIF1A	MAPK3
HIF1A	PTEN
HIF1A	MAPK1
HIF1A	PSMA7
HIF1A	SIRT2
HIF1A	MDM2
HIF1A	TUBA1A
HIF1A	SP1
HIF1A	BANP
HIF1A	HDAC5
HIF1A	OS9
HIF1A	ELOB
HIF1A	ESRRA
HIF1A	KAT2B
HIF1A	UBXN7
HIF1A	MCL1
HIF1A	CEBPA
HIF1A	MAFG
HIF1A	FOXO3
HIF1A	EAF2
HIF1A	DAP3
HIF1A	ARNT
HIF1A	SAT2
HIF1A	LAMP2
HIF1A	CBFA2T3
HIF1A	COPS3
HIF1A	PGK1
HIF1A	CITED2
CITED2	FBXL5
STAT6	ANXA2
STAT6	PTPN2
STAT6	PFN1
STAT6	CEBPB
STAT6	PTPN6
STAT6	JAK2
STAT6	IL4R
STAT6	JAK3
STAT6	LITAF
STAT6	TMBIM6
SMARCA4	DRAP1
SMARCA4	SP1
SMARCA4	ACTB
SMARCA4	CDK19
SMARCA4	SMARCD3
SMARCA4	MLLT1
SMARCA4	RAP1A
SMARCA4	RCOR1
SMARCA4	ARID1A
SMARCA4	BRD7
SMARCA4	CEBPA
SMARCA4	SMARCD2
SMARCA4	CEBPB
SMARCA4	MRTFA
SMARCA4	CHFR
SMARCA4	CAT
SMARCA4	UBN1
SMARCA4	AHR
SMARCA4	KAT2B
SMARCA4	TRIM33
SMARCA4	TOP2B
SMARCA4	ETS2
SMARCA4	MPHOSPH6
SMARCA4	MARK4
HIPK2	CHMP4B
HIPK2	ZYX
HIPK2	MAP3K1
HIPK2	MDM2
HIPK2	HMGA1
HIPK2	TLE4
HIPK2	TLE3
HIPK2	CBX4
HIPK2	SP100
HIPK2	CBX3
HIPK2	DCAF7
NFE2	SCAND1
NFE2	FAM214B
NFE2	IL16
NFE2	PRKACA
NFE2	MAFG
RPS6KA1	SYK
RPS6KA1	GBP2
RPS6KA1	MAP3K8
RPS6KA1	NFYC
RPS6KA1	PDPK1
RPS6KA1	CFL1
RPS6KA1	MAPK7
RPS6KA1	MAPK14
RPS6KA1	MAPK1
RPS6KA1	CEBPB
RPS6KA1	MAPK3
RPS6KA1	TSC2
RPS6KA1	L1CAM
RPS6KA1	GMFB
RPS6KA1	DAPK1
RPS6KA1	MXD1
RPS6KA1	RPS6KA3
RPS6KA1	CHCHD7
RPS6KA1	ZFYVE16
GAK	CLTC
GAK	CDK5
GAK	LRRK2
GAK	AP2M1
GAK	AP1M1
GAK	ATP13A2
SP1	MEF2D
SP1	HDAC4
SP1	MEF2C
SP1	SOAT1
SP1	MAPK3
SP1	MAPK1
SP1	REL
SP1	MAPK14
SP1	PHC2
SP1	NAP1L1
SP1	CASP8
SP1	ITGAM
SP1	NFYC
SP1	ELF1
SP1	NUP62
SP1	MGST1
SP1	ARNT
SP1	HPSE
SP1	SLC19A1
SP1	ASH2L
SP1	YY1
SP1	HCFC1
SP1	MT2A
SP1	DHFR
SP1	TBC1D9
SP1	UTRN
SP1	NQO2
SP1	FURIN
SP1	INSR
SP1	S100A10
SP1	IL10
SP1	ZBTB7A
SP1	INPPL1
SP1	E2F2
SP1	TAF4
SP1	ATF7IP
SP1	GABPA
SP1	CEBPB
SP1	HMGA1
SP1	POU2F1
SP1	KLF4
SP1	KLF10
SP1	KLF6
SP1	SP3
SP1	AHR
SP1	ATM
SP1	MAN1A2
SP1	CCND3
SP1	GAB2
SP1	TPI1
SP1	E2F3
SP1	TOP2B
SP1	BAX
SP1	PLA2G7
SP1	ALDOA
SP1	MAZ
SP1	MIER1
SP1	CCDC88A
SP1	CD53
SP1	PSEN1
SP1	MIS18BP1
MAFG	VIM
MAFG	BACH1
MAFG	NFE2L3
CSK	HCK
CSK	PTPRO
CSK	LYN
CSK	CBL
CSK	PRKACA
CSK	GSN
CSK	PTPRC
CSK	PAG1
CSK	FGR
CSK	DOK1
CSK	LAIR1
CSK	CD44
CSK	INSR
CSK	DOK3
CSK	PTPN18
TRIP4	XPO1
TRIP4	GTF2A1
MAP3K5	YWHAE
MAP3K5	YWHAH
MAP3K5	MAP3K3
MAP3K5	PSMC1
MAP3K5	MAP2K1
MAP3K5	MAP2K3
MAP3K5	MAP2K6
MAP3K5	TXN2
MAP3K5	PDPK1
MAP3K5	RB1CC1
MAP3K5	MAP2K7
MAP3K5	CIB1
MAP3K5	GSTP1
MAP3K5	MAP3K2
MAP3K5	RAF1
MAP3K5	JAK2
MAP3K5	MAPK8IP3
MAP3K5	AKAP13
MAP3K5	PPP3R1
MAP3K5	GLRX
MDM2	CUL4B
MDM2	CUL4A
MDM2	PSMD2
MDM2	PSMA7
MDM2	VIM
MDM2	PSMD4
MDM2	MAP4K4
MDM2	S100A4
MDM2	ACTB
MDM2	PIM1
MDM2	RABL6
MDM2	CSNK1D
MDM2	YY1
MDM2	GSN
MDM2	UBE2G2
MDM2	TBCA
MDM2	DHFR
MDM2	SIRT6
MDM2	TP53I3
MDM2	UBA52
MDM2	BANP
MDM2	CLU
MDM2	IRF2
MDM2	PIM3
MDM2	ARHGEF6
MDM2	SRP19
MDM2	S100A6
MDM2	BTK
MDM2	FOXO3
MDM2	WDR45
MDM2	OGA
MDM2	GSTP1
MDM2	S100B
MDM2	MDM4
MDM2	GNL3L
MDM2	TSC22D3
MDM2	RASSF5
MDM2	DLG4
MDM2	NAP1L1
MDM2	NUMB
MDM2	ATM
MDM2	UBE2A
MDM2	MTDH
MDM2	SMG7
MDM2	TPT1
MDM2	NDUFA12
MDM2	KAT2B
MDM2	UBE4B
MDM2	GRK2
MDM2	EPS15
CUX1	KAT2B
CUX1	PRKACA
CUX1	TLE4
CUX1	ARHGEF1
PTMA	NUP62
PTMA	VIPR1
KAT2B	NRIP1
KAT2B	MAPRE1
KAT2B	SIRT2
KAT2B	MAPK14
KAT2B	ESRRA
KAT2B	YY1
KAT2B	TAF6L
KAT2B	NCOA4
KAT2B	ACTN1
KAT2B	CIITA
KAT2B	SAT2
KAT2B	RPS6KB2
KAT2B	IRF2
KAT2B	TADA3
KAT2B	FOXO3
KAT2B	KLF2
KAT2B	YEATS2
KAT2B	CEBPB
KAT2B	KLF13
KAT2B	HMGN2
KAT2B	TAF10
KAT2B	IRF7
KLF4	HGS
KLF4	MYO15B
KLF4	KLF6
REL	BID
REL	UBASH3B
REL	CGGBP1
REL	LNPEP
REL	PSMA1
REL	MAP3K8
REL	IQGAP2
REL	ELF1
REL	VPS25
REL	NABP1
REL	MTPN
REL	CLTC
REL	SEC16A
REL	MAP3K7CL
REL	TRAPPC2L
REL	CPNE2
REL	CTNNBIP1
REL	POLR1D
REL	EIF4E2
REL	PPP4C
REL	HSPA6
REL	BANP
REL	NXT2
REL	EXOSC1
REL	PSMA4
REL	MEMO1
REL	PELI2
REL	PSMB8
REL	TNIP1
REL	PPP6C
REL	EIF4EBP1
REL	BCL2A1
REL	EIF5A
REL	ACOT8
REL	LASP1
REL	UBXN7
REL	CALM3
REL	ACTG1
REL	SPG21
REL	CDKN2D
REL	MAD2L2
REL	GLYCTK
REL	RABIF
REL	CINP
REL	RASSF5
REL	PARVG
REL	ZDHHC24
REL	IKBKB
REL	ALOX5
REL	CALM2
REL	CHUK
REL	AGPAT4
REL	C9orf72
REL	DYNC1LI1
REL	TBK1
REL	CHCHD2
REL	EIF3A
REL	WDR37
REL	PAPOLA
REL	R3HDM2
REL	ATPAF2
REL	KIAA0100
REL	BMF
REL	GLG1
REL	FKBP5
REL	TSC22D3
REL	CLIP1
REL	C1orf56
REL	FAAP20
REL	SCNM1
REL	KCTD6
REL	ESRRA
REL	MYO15B
ETS2	MAPK3
ETS2	MAPK1
ETS2	PSEN1
ETS2	COP1
ETS2	STAT5B
HMGA1	SUFU
HMGA1	ELF1
HMGA1	POU2F1
HMGA1	TBC1D9
HMGA1	INSR
HMGA1	POU2F2
HMGA1	CEBPB
FOXO3	YWHAE
FOXO3	YWHAH
FOXO3	MAPK3
FOXO3	MAPK1
FOXO3	CHUK
FOXO3	IKBKB
FOXO3	ATM
FOXO3	IRS2
FOXO3	TSC22D3
FOXO3	PDK4
FOXO3	PIM1
FOXO3	STK4
FOXO3	MIER1
FOXO3	PGK1
FOXO3	NIPSNAP2
IRF5	TRIM21
IRF5	COPS7A
IRF5	MYD88
IRF5	XPO1
IRF5	TBK1
IRF5	COPS3
IRF5	GPS1
IRF5	CEP152
MED25	HGS
MED25	LASP1
MED25	KLHL12
MED25	MED15
MED25	CDK19
MED25	MED28
MED25	MED13L
MED25	MED8
MED25	HCFC1
MED25	PLEKHB2
MED25	STAT5B
MED25	MED26
CHUK	RPS11
CHUK	MAP3K3
CHUK	TNFRSF1A
CHUK	SEC16A
CHUK	MAP3K1
CHUK	MYH9
CHUK	TPM3
CHUK	CAPZA1
CHUK	MAP3K8
CHUK	CLTC
CHUK	CALM3
CHUK	IQGAP2
CHUK	POLR1D
CHUK	TANK
CHUK	MAP3K11
CHUK	TRPC4AP
CHUK	MYL12A
CHUK	CUEDC2
CHUK	CASP8
CHUK	TNIP1
CHUK	PPP6C
CHUK	ACTG1
CHUK	PPM1B
CHUK	IKBKB
CHUK	IRAK1
CHUK	FKBP5
CHUK	CALM2
CHUK	GLG1
CHUK	IRS2
CHUK	TRIM21
IKBKB	RPS11
IKBKB	MAP3K3
IKBKB	PRKCE
IKBKB	TNFRSF1A
IKBKB	SEC16A
IKBKB	MAP3K1
IKBKB	SNX1
IKBKB	CLTC
IKBKB	CALM3
IKBKB	CALM2
IKBKB	CASP8
IKBKB	IQGAP2
IKBKB	CTNNA1
IKBKB	POLR1D
IKBKB	TANK
IKBKB	MAP3K11
IKBKB	TRPC4AP
IKBKB	PRDX3
IKBKB	CUEDC2
IKBKB	COPS3
IKBKB	COPS7A
IKBKB	ACTG1
IKBKB	PPM1B
IKBKB	DOK1
IKBKB	MARK3
IKBKB	IRAK1
IKBKB	MYD88
IKBKB	LYZ
IKBKB	TRIM21
IKBKB	IRS2
IKBKB	CCAR2
IKBKB	TBK1
MTDH	PLEC
MAPK3	SYK
MAPK3	ETV6
MAPK3	HDAC4
MAPK3	MEF2C
MAPK3	CANX
MAPK3	PTPRE
MAPK3	PTPRO
MAPK3	PRKCE
MAPK3	MAP2K6
MAPK3	NUP214
MAPK3	SNCA
MAPK3	RNF114
MAPK3	PTPRC
MAPK3	DUSP3
MAPK3	MAP2K7
MAPK3	PAK2
MAPK3	NUP50
MAPK3	NCF1
MAPK3	ADAM17
MAPK3	CIITA
MAPK3	INSR
MAPK3	ARHGEF2
MAPK3	GMFB
MAPK3	CAPN2
MAPK3	WAS
MAPK3	TSC2
MAPK3	MRTFA
MAPK3	IL16
MAPK3	MAZ
MAPK3	DUSP6
MAPK3	CASP8
MAPK3	MAPK1
MAPK3	BCL2L11
MAPK3	EIF4EBP1
MAPK3	ID2
MAPK3	MAP2K1
MAPK3	MAP3K1
MAPK3	MAPK14
MAPK3	JAK2
MAPK3	CEBPB
MAPK3	SP3
MAPK3	STAT5A
MAPK3	RAF1
MAPK3	GAB2
MAPK3	RPS6KA3
MAPK3	DUSP1
MAPK3	MBP
MAPK3	DAPK1
MAPK3	LYN
MAPK3	MKNK1
MAPK3	GRK2
MAPK3	PPP2CA
MAPK3	TTYH3
MAPK3	RPS6KA4
MAPK3	MCL1
MAPK3	CEBPA
MAPK3	PLCB1
MAPK3	SCAND1
MAPK3	MAP2K3
MAPK3	BLVRA
MAPK3	CRP
MAPK3	TOP2B
MAPK3	NUP58
MAPK3	PIP5K1C
MAPK1	HDAC4
MAPK1	MEF2C
MAPK1	PTPRE
MAPK1	PRKCE
MAPK1	TNFRSF1A
MAPK1	KSR1
MAPK1	PSMA1
MAPK1	DUSP7
MAPK1	PPBP
MAPK1	MAP2K6
MAPK1	NUP214
MAPK1	SNCA
MAPK1	IFI35
MAPK1	NCF2
MAPK1	MTPN
MAPK1	DUSP22
MAPK1	DAZAP1
MAPK1	PTPRC
MAPK1	DUSP3
MAPK1	MAP2K7
MAPK1	PAK2
MAPK1	NUP50
MAPK1	YBX3
MAPK1	CDK5
MAPK1	NCF1
MAPK1	KLF11
MAPK1	ADAM17
MAPK1	CIITA
MAPK1	RGS19
MAPK1	INSR
MAPK1	ARHGEF2
MAPK1	GMFB
MAPK1	CAPN2
MAPK1	PPP1R18
MAPK1	TSC2
MAPK1	MRTFA
MAPK1	DUSP12
MAPK1	IL16
MAPK1	DUSP6
MAPK1	CASP8
MAPK1	TNIP1
MAPK1	BTK
MAPK1	MAP3K1
MAPK1	MAPK14
MAPK1	VAV1
MAPK1	MAP2K1
MAPK1	RPS6KA3
MAPK1	RAF1
MAPK1	MKNK1
MAPK1	STAT5A
MAPK1	DUSP1
MAPK1	RPS6KA4
MAPK1	MBP
MAPK1	GAB2
MAPK1	DAPK1
MAPK1	STYX
MAPK1	CMTM3
MAPK1	PPP1R9B
MAPK1	BCL2L11
MAPK1	CEP135
MAPK1	TNKS2
MAPK1	STAT5B
MAPK1	PPP2CA
MAPK1	IFNAR1
MAPK1	MAPKAPK5
MAPK1	CTSD
MAPK1	SP3
MAPK1	NUP58
MAPK1	MAP2K3
MAPK1	PLCB1
MAPK1	GRK2
MAPK1	MCL1
MAPK1	ITPR1
MAPK1	L1CAM
MAPK1	JAK2
MAPK1	ID2
MAPK1	CEBPB
MAPK1	CEBPA
MAPK1	ALOX5
MAPK1	SH2D3C
MAPK1	BLVRA
MAPK1	EIF4EBP1
MAPK1	PITPNM1
MAPK1	PLAGL2
MAPK1	POLR2G
TFDP1	RNF2
TFDP1	COMMD8
TFDP1	CBX3
TFDP1	E2F4
TFDP1	E2F2
TFDP1	COMMD6
TFDP1	E2F3
XAF1	TRIM21
XAF1	RNF114
XAF1	RNF166
XAF1	UBXN2B
CCAR2	MAP3K3
CCAR2	RAB5IF
CCAR2	ASH2L
CCAR2	CEP170
YWHAH	YWHAE
YWHAH	HDAC4
YWHAH	NRIP1
YWHAH	PIAS2
YWHAH	VAMP8
YWHAH	MAST3
YWHAH	CRTC1
YWHAH	ARAF
YWHAH	PDPK1
YWHAH	EPB41L3
YWHAH	EIF4E2
YWHAH	ARHGEF2
YWHAH	HDAC5
YWHAH	CLASP2
YWHAH	KSR1
YWHAH	LRRK2
YWHAH	RPH3A
YWHAH	TSC2
YWHAH	MAP3K3
YWHAH	TIAM1
YWHAH	NHSL2
YWHAH	TBC1D1
YWHAH	NEDD8
YWHAH	DDX19B
YWHAH	MDM4
YWHAH	MAP3K2
YWHAH	USP8
YWHAH	CBL
YWHAH	IRS2
YWHAH	RAF1
YWHAH	CUL4A
YWHAH	PSMD2
YWHAH	MARK3
YWHAH	MARK2
YWHAH	MARK4
YWHAH	RASSF2
YWHAH	SSH1
YWHAH	RPS11
YWHAH	EIF2A
YWHAH	RAB11FIP1
YWHAH	CCDC88A
YWHAH	SRGAP2
YWHAH	NADK
YWHAH	CUL4B
YWHAH	DCAF7
PRKCE	LMNB1
PRKCE	CANX
PRKCE	FGA
PRKCE	SNCA
PRKCE	ASGR2
PRKCE	ADAP1
PRKCE	NRGN
PRKCE	PTPRC
PRKCE	PLEK
PRKCE	PDPK1
PRKCE	CD44
PRKCE	ADAM17
PRKCE	RGS19
PRKCE	INSR
PRKCE	GNA13
PRKCE	GSK3A
PRKCE	NCF4
PRKCE	PIK3CB
PRKCE	VIM
PRKCE	HLA-A
PRKCE	MAP4K4
PRKCE	GNA15
PRKCE	RPS6KB2
PRKCE	NREP
PRKCE	ITGB2
PRKCE	TIAM1
PRKCE	BTK
PRKCE	ANXA1
PRKCE	GNAI2
PRKCE	HK2
PRKCE	RAF1
PRKCE	MYH9
PRKCE	CNP
PRKCE	ANXA2
PRKCE	MAPK14
PRKCE	MARCKS
PRKCE	APLP2
PRKCE	BAX
PRKCE	PLCB1
PRKCE	CYTH1
PRKCE	ADD3
GABPA	ITGB2
GABPA	PSEN1
GABPA	HPSE
GABPA	SP3
GABPA	HCFC1
GABPA	UTRN
IRF7	ARAF
IRF7	IRAK1
IRF7	MYD88
IRF7	TBK1
IRF7	TANK
IRF7	MAFB
RPS6KA3	WASHC2A
RPS6KA3	MAPK14
RPS6KA3	DAPK1
RPS6KA3	PDPK1
RPS6KA3	CEBPB
RPS6KA3	SMS
RPS6KA3	ZMYM2
RPS6KA3	GSK3A
RPS6KA3	GMFB
RPS6KA3	RIPOR2
RPS6KA3	TSC2
RPS6KA3	HMGN2
RPS6KA3	CRYBG1
TRIM21	TXN2
TRIM21	ARAF
TRIM21	IFI35
TRIM21	UBE2E1
TRIM21	AGO3
TRIM21	ALOX15B
TRIM21	VPS9D1
TRIM21	IRF8
TRIM21	CBX4
TRIM21	DCP2
TRIM21	HLA-DRB1
TRIM21	FHOD1
E2F3	TFE3
E2F3	YY1
E2F3	HCFC1
CEBPB	MEF2D
CEBPB	MAPK14
CEBPB	PRKACA
CEBPB	CEBPA
CEBPB	SLC19A1
CEBPB	APOBEC3G
CEBPB	MAPK7
CEBPB	TBC1D9
CEBPB	IL10
CEBPB	CEBPG
CEBPB	BCL2A1
CEBPB	STAT5A
CEBPB	CEBPD
CEBPB	S100A9
CEBPB	MEFV
CEBPB	MED26
CEBPB	CRP
MKNK1	PAK2
MKNK1	MBP
MKNK1	MAPK14
MKNK1	DNAJC7
MKNK1	FHOD1
MKNK1	NCOA4
MKNK1	ZFR
MKNK1	EIF4G2
MKNK1	AKAP13
STAT5B	HCK
STAT5B	PTPN2
STAT5B	CBL
STAT5B	PPP2CA
STAT5B	POU2F1
STAT5B	PTPN6
STAT5B	JAK2
STAT5B	JAK3
STAT5B	STAT5A
STAT5B	INSR
NAP1L1	RPS11
NAP1L1	TNFRSF1A
NAP1L1	TFE3
NAP1L1	PSMD4
NAP1L1	SRP14
NAP1L1	TUBA1A
NAP1L1	PES1
NAP1L1	TANK
NAP1L1	DNM2
NAP1L1	RPS24
NAP1L1	TUFM
NAP1L1	RPL36A
NAP1L1	HBA1
NAP1L1	RPL39
NAP1L1	RPLP2
NAP1L1	HBA2
NAP1L1	SCYL2
CEBPD	XPO1
CEBPD	CEBPA
CEBPD	CEBPG
CEBPD	ALOX5AP
CEBPA	PSMD4
CEBPA	PPP2CA
CEBPA	IL10
CEBPA	GSK3A
CEBPA	CETP
CEBPA	S100A9
CEBPA	E2F4
CEBPA	CRP
CEBPA	ALOX5AP
CEBPA	APOA2
STAT5A	SYK
STAT5A	LYN
STAT5A	PTPN2
STAT5A	CBL
STAT5A	PPP2CA
STAT5A	POU2F1
STAT5A	BTK
STAT5A	JAK2
STAT5A	JAK3
STAT5A	GNB2
STAT5A	INSR
IFNAR2	IFNAR1
IFNAR2	TYK2
IFNAR2	IRF9
ARID1A	ACTB
ARID1A	SMARCD3
ARID1A	SMARCD2
ARID1A	MLLT1
ARID1A	TOP2B
PIAS2	YWHAE
PIAS2	TOPBP1
PIAS2	RUFY1
PIAS2	CUL4B
PIAS2	RPS11
PIAS2	CUL4A
PIAS2	DDX19B
PIAS2	PSMD2
PIAS2	NEDD8
PIAS2	EIF2A
PIAS2	MX2
PIAS2	LMNB1
PIAS2	GLUL
PIAS2	CHMP4B
PIAS2	ZC3H10
PIAS2	UBASH3B
PIAS2	MLX
PIAS2	CGGBP1
PIAS2	IMPDH1
PIAS2	ZNF319
PIAS2	RFX2
PIAS2	HMGXB4
PIAS2	FAM118B
AGTRAP	TNFRSF1A
AGTRAP	SCAND1
AGTRAP	SH3GLB1
AGTRAP	MIEF1
AGTRAP	SNX1
AGTRAP	SPG21
AGTRAP	PBX3
AGTRAP	NKG7
AGTRAP	PTPN9
AGTRAP	ECPAS
AGTRAP	TXN2
AGTRAP	AP3M1
AGTRAP	COQ8A
AGTRAP	TMEM230
AGTRAP	ARAF
AGTRAP	SRGN
AGTRAP	TMEM14B
AGTRAP	PPIF
AGTRAP	CAPNS1
AGTRAP	FASTKD3
AGTRAP	WIPI2
AGTRAP	CIAO2A
AGTRAP	TCEANC2
AGTRAP	PCTP
AGTRAP	ARHGAP1
AGTRAP	FAM160A2
AGTRAP	BCL2L13
AGTRAP	RETREG3
AGTRAP	MMD
AGTRAP	ATP5F1E
AGTRAP	ERGIC3
AGTRAP	FFAR2
AGTRAP	MGST3
AGTRAP	PCYT1A
AGTRAP	STARD4
AGTRAP	CYBC1
LMNB1	MAP1LC3B
LMNB1	POU2F1
LMNB1	VIM
LMNB1	TMPO
LMNB1	PLCB2
LMNB1	CDK5
LMNB1	LBR
LMNB1	PLEC
LMNB1	TOR1AIP1
LMNB1	CCDC88B
LMNB1	SNAPIN
ACTB	HCK
ACTB	ANXA7
ACTB	UBASH3B
ACTB	EIF3E
ACTB	VIM
ACTB	HSD17B4
ACTB	ALOX5
ACTB	ANXA2
ACTB	MYH9
ACTB	TPM3
ACTB	CAPZA1
ACTB	TUBA1A
ACTB	RPS24
ACTB	LYN
ACTB	CLTC
ACTB	ATP5F1A
ACTB	PCYT1A
ACTB	RAC1
ACTB	VDAC3
ACTB	CBL
ACTB	ITGB2
ACTB	CFL1
ACTB	UBA52
ACTB	CLNS1A
ACTB	AGO3
ACTB	FLII
ACTB	TMSB4X
ACTB	EIF3K
ACTB	CORO1A
ACTB	GSN
ACTB	PFN1
ACTB	NSMAF
ACTB	ACTG1
ACTB	NCF1
ACTB	SSH1
ACTB	LRRK2
ACTB	CORO1C
ACTB	ENC1
ACTB	CD4
ACTB	CCT5
ACTB	RAB8B
ACTB	ANXA1
ACTB	MYL12A
ACTB	WASF2
ACTB	SMARCD3
